item	itemLabel	itemDescription	cui
http://www.wikidata.org/entity/Q3071321	liver fibrosis	fibrosis of the liver	C0239946
http://www.wikidata.org/entity/Q155909	Urtica dioica	species of plant	C0600609
http://www.wikidata.org/entity/Q160105	cervical cancer	cancer arising from the cervix, caused by a sexually transmitted virus	C4048328
http://www.wikidata.org/entity/Q179452	DL-amphetamine	pair of enantiomers	C0002658
http://www.wikidata.org/entity/Q182228	brain stem	posterior part of the brain, adjoining and structurally continuous	C0006121
http://www.wikidata.org/entity/Q180913	bulimia	eating disorder	C0006370
http://www.wikidata.org/entity/Q170518	burn	injury to flesh or skin, often caused by excessive heat	C0006434
http://www.wikidata.org/entity/Q178566	chlordiazepoxide	benzodiazepine class sedative and hypnotic medication	C0008188
http://www.wikidata.org/entity/Q181831	Ciguatera	foodborne illness	C0008775
http://www.wikidata.org/entity/Q167844	conjunctivitis	inflammation of the outermost layer of the eye and the inner surface of the eyelids	C0009763
http://www.wikidata.org/entity/Q183130	gastritis	stomach disease that is an inflammation of the lining of the stomach	C0017152
http://www.wikidata.org/entity/Q164952	malignant histiocytosis	Human disease	C0019613
http://www.wikidata.org/entity/Q164952	malignant histiocytosis	Human disease	C0019623
http://www.wikidata.org/entity/Q179996	(RS)-methadone	group of stereoisomers	C0025605
http://www.wikidata.org/entity/Q179945	psoriasis	skin disease	C0033860
http://www.wikidata.org/entity/Q164818	Q fever	disease caused by infection with Coxiella burnetii	C0034362
http://www.wikidata.org/entity/Q179630	syndrome	set of medical signs and symptoms which are correlated with each other and often clinically associated with a particular disease or disorder	C0039082
http://www.wikidata.org/entity/Q180777	uterine prolapse	medical condition	C0042140
http://www.wikidata.org/entity/Q164218	pectus carinatum	Congenital deformity of the chest	C0158731
http://www.wikidata.org/entity/Q174651	Bálint's syndrome	uncommon and incompletely understood triad of severe neuropsychological impairments	C0270706
http://www.wikidata.org/entity/Q177811	phosphate(3−) ion	anion	C1601799
http://www.wikidata.org/entity/Q167844	conjunctivitis	inflammation of the outermost layer of the eye and the inner surface of the eyelids	C1864156
http://www.wikidata.org/entity/Q190012	adenosine	chemical compound	C0001443
http://www.wikidata.org/entity/Q193889	ascites	abnormal buildup of fluid in the abdomen	C0003962
http://www.wikidata.org/entity/Q186892	claustrophobia	Fear of confined spaces	C0008909
http://www.wikidata.org/entity/Q190805	heart disease	cardiovascular system disease that involves the heart	C0018799
http://www.wikidata.org/entity/Q189588	stomach cancer	gastrointestinal system cancer that is located in the stomach	C0024623
http://www.wikidata.org/entity/Q56014240	rare epithelial tumor of stomach	human disease	C0024623
http://www.wikidata.org/entity/Q192471	menadione	chemical compound	C0025270
http://www.wikidata.org/entity/Q191924	D-methamphetamine	stimulant drug	C0025611
http://www.wikidata.org/entity/Q188417	neutrophil	most abundant white blood cell, a type of granulocyte	C0027950
http://www.wikidata.org/entity/Q186242	norepinephrine	chemical compound	C0028351
http://www.wikidata.org/entity/Q198654	pineal gland	small endocrine gland found in most vertebrates, which produces melatonin; in humans, located in the epithalamus, in a groove where the two halves of the thalamus join; its shape and size resembles a pine nut, after which it is named	C0031939
http://www.wikidata.org/entity/Q184630	potassium chloride	chemical compound	C0032825
http://www.wikidata.org/entity/Q200741	teratoma	germ cell and embryonal cancer that is an encapsulated tumor with tissue or organ components resembling normal derivatives of all three germ layers	C0039538
http://www.wikidata.org/entity/Q190067	tetrahydrocannabinol	chemical compound	C0039663
http://www.wikidata.org/entity/Q199507	ulna	long bone in the forearm	C0041600
http://www.wikidata.org/entity/Q189588	stomach cancer	gastrointestinal system cancer that is located in the stomach	C0153421
http://www.wikidata.org/entity/Q189588	stomach cancer	gastrointestinal system cancer that is located in the stomach	C0153422
http://www.wikidata.org/entity/Q189588	stomach cancer	gastrointestinal system cancer that is located in the stomach	C0153423
http://www.wikidata.org/entity/Q194406	strychnine	poisonous substance used as pesticide	C0202474
http://www.wikidata.org/entity/Q185557	excretion	process of elimination by an organism of the waste products that arise as a result of metabolic activities	C0221102
http://www.wikidata.org/entity/Q184627	human papillomavirus infection	infection caused by the human papillomavirus (HPV)	C0343641
http://www.wikidata.org/entity/Q188297	lupus erythematosus	human disease	C0409974
http://www.wikidata.org/entity/Q188193	organ system	group of organs that work together to perform one or more functions; collection of organs joined in structural unit to serve a common function	C0460002
http://www.wikidata.org/entity/Q191557	central nervous system vasculitis	Human disease	C0751878
http://www.wikidata.org/entity/Q196473	DL-panthenol	group of stereoisomers	C1321598
http://www.wikidata.org/entity/Q188224	mode	value that appears most often in a set of data	C1705738
http://www.wikidata.org/entity/Q189588	stomach cancer	gastrointestinal system cancer that is located in the stomach	C4020813
http://www.wikidata.org/entity/Q206060	scar	area of fibrous tissue that replaces normal skin after an injury	C0008767
http://www.wikidata.org/entity/Q212737	classical conditioning	learning procedure in which biologically potent (conditioned) stimulus, e.g. food, is paired with a previously neutral (unconditioned) stimulus, e.g. ringing bells	C0009649
http://www.wikidata.org/entity/Q223218	Cox proportional hazards model	class of statistical survival models	C0010235
http://www.wikidata.org/entity/Q223591	gastroesophageal reflux disease	disease caused by stomach acid coming up from the stomach into the esophagus	C0017168
http://www.wikidata.org/entity/Q212272	hydroxyurea	chemical compound	C0020402
http://www.wikidata.org/entity/Q216935	lidocaine	chemical compound	C0023660
http://www.wikidata.org/entity/Q209704	olfactory nerve	second pair of cranial nerves that transmit sense of smell from olfactory epithelium to the brain	C0028938
http://www.wikidata.org/entity/Q221159	schistosomiasis	human disease	C0029827
http://www.wikidata.org/entity/Q223218	Cox proportional hazards model	class of statistical survival models	C0033489
http://www.wikidata.org/entity/Q204962	tin(II) fluoride	chemical compound (SnF₂)	C0038143
http://www.wikidata.org/entity/Q209685	stearic acid	chemical compound	C0038229
http://www.wikidata.org/entity/Q217208	Julian year	unit of time defined as 365.25 days of 86400 SI seconds each, used in astronomy	C1551060
http://www.wikidata.org/entity/Q209049	chromosome 1q21.1 deletion syndrome	Human disease	C2675897
http://www.wikidata.org/entity/Q223218	Cox proportional hazards model	class of statistical survival models	CL025879
http://www.wikidata.org/entity/Q246040	congenital cystic adenomatoid malformation	congenital disorder of respiratory system	C0010668
http://www.wikidata.org/entity/Q229256	dermatitis	skin disease	C0011603
http://www.wikidata.org/entity/Q243879	phrenoptosis	downward position of the diaphragm	C0013082
http://www.wikidata.org/entity/Q235378	epiglottis	thin flap in the oesophagus	C0014540
http://www.wikidata.org/entity/Q229924	4-aminosalicylic acid	chemical compound	C0030125
http://www.wikidata.org/entity/Q239729	potassium dichromate	chemical compound	C0032829
http://www.wikidata.org/entity/Q241374	ursodiol	chemical compound	C0042105
http://www.wikidata.org/entity/Q229987	methylparaben	chemical compound	C0066415
http://www.wikidata.org/entity/Q246040	congenital cystic adenomatoid malformation	congenital disorder of respiratory system	C0158641
http://www.wikidata.org/entity/Q229385	soy sauce	liquid seasoning	C0453374
http://www.wikidata.org/entity/Q229256	dermatitis	skin disease	C3875321
http://www.wikidata.org/entity/Q255968	aminocaproic acid	chemical compound	C0000608
http://www.wikidata.org/entity/Q272436	allergic rhinitis	Human disease	C0002103
http://www.wikidata.org/entity/Q265420	blackwater fever	human disease	C0005681
http://www.wikidata.org/entity/Q271762	choroid	vascular layer of the eye, containing connective tissue, and lying between the retina and the sclera	C0008520
http://www.wikidata.org/entity/Q250365	Parry–Romberg syndrome	a rare disease characterized by progressive shrinkage and degeneration of the tissues beneath the skin, usually on only one side of the face (hemifacial atrophy) but occasionally extending to other parts of the body	C0015458
http://www.wikidata.org/entity/Q263958	(+)-pseudoephedrine	chemical compound	C0033798
http://www.wikidata.org/entity/Q254580	ulnar nerve	nerve which runs near the ulna bone	C0041602
http://www.wikidata.org/entity/Q270380	nail clipper	tool for trimming toe or finger nails	C0179976
http://www.wikidata.org/entity/Q272436	allergic rhinitis	Human disease	C0847614
http://www.wikidata.org/entity/Q270524	parenchyma	animal tissue	C0933845
http://www.wikidata.org/entity/Q266018	acute coronary syndrome	group of symptoms attributed to obstruction of the coronary arteries	C0948089
http://www.wikidata.org/entity/Q254015	obturation	sticking a patch on an eye with visual impairment	C1283256
http://www.wikidata.org/entity/Q272436	allergic rhinitis	Human disease	C2607914
http://www.wikidata.org/entity/Q284343	Irritant diaper dermatitis	Human disease	C0011974
http://www.wikidata.org/entity/Q282142	glioblastoma	human disease	C0017636
http://www.wikidata.org/entity/Q275419	hypotension	abnormally low blood pressure	C0020649
http://www.wikidata.org/entity/Q273543	incisor	teeth at the front of the mouth	C0021156
http://www.wikidata.org/entity/Q277979	nalbuphine	opioid medication	C0027348
http://www.wikidata.org/entity/Q280786	terazosin	Antihypertensive medication	C0076107
http://www.wikidata.org/entity/Q275385	variegate porphyria	Human disease	C0162532
http://www.wikidata.org/entity/Q282371	facial artery	branch of the external carotid artery	C0226109
http://www.wikidata.org/entity/Q282142	glioblastoma	human disease	C0278878
http://www.wikidata.org/entity/Q291617	beta-mannosidosis	lysosomal storage disease that has material basis in deficiency of the beta-A-manosidase enzyme resulting in the disruption of N-linked glycoprotein oligosaccharide catabolism	C0342849
http://www.wikidata.org/entity/Q284220	iatrogenesis	causation of a disease, a harmful complication, or other ill effect by any medical activity, including diagnosis, intervention, error, or negligence	C0810089
http://www.wikidata.org/entity/Q278387	tricalcium phosphate	chemical compound Ca₃O₈P₂	C0993213
http://www.wikidata.org/entity/Q282142	glioblastoma	human disease	C1514422
http://www.wikidata.org/entity/Q291617	beta-mannosidosis	lysosomal storage disease that has material basis in deficiency of the beta-A-manosidase enzyme resulting in the disruption of N-linked glycoprotein oligosaccharide catabolism	C2931893
http://www.wikidata.org/entity/Q275385	variegate porphyria	Human disease	C2936913
http://www.wikidata.org/entity/Q275385	variegate porphyria	Human disease	C3149848
http://www.wikidata.org/entity/Q291617	beta-mannosidosis	lysosomal storage disease that has material basis in deficiency of the beta-A-manosidase enzyme resulting in the disruption of N-linked glycoprotein oligosaccharide catabolism	C4048196
http://www.wikidata.org/entity/Q303646	hydromorphone	Opioid drug used for pain relief	C0012306
http://www.wikidata.org/entity/Q324663	endocrine gland	ductless gland of the endocrine system that secretes hormones directly into the blood	C0014133
http://www.wikidata.org/entity/Q302896	fibula	leg bone next to the tibia	C0016068
http://www.wikidata.org/entity/Q321285	ubidecarenone	chemical compound	C0056077
http://www.wikidata.org/entity/Q318623	myofibril	The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism.	C2678065
http://www.wikidata.org/entity/Q23893414	myofibrillar myopathy	myopathy that is characterized by slowly progressive muscle weakness that can involve both proximal muscles and distal muscles	C2678065
http://www.wikidata.org/entity/Q322567	exposure to abnormal gravitational force	no description	C2886607
http://www.wikidata.org/entity/Q322567	exposure to abnormal gravitational force	no description	C4076591
http://www.wikidata.org/entity/Q334655	amenorrhea	absence of a menstrual period in a woman of reproductive age	C0002453
http://www.wikidata.org/entity/Q337585	intraductal carcinoma	Human disease	C0007124
http://www.wikidata.org/entity/Q332293	carpal tunnel syndrome	medical condition due to compression of the median nerve as it travels through the wrist at the carpal tunnel	C0007286
http://www.wikidata.org/entity/Q327281	hepatitis D	Human disease	C0011226
http://www.wikidata.org/entity/Q331283	leishmaniasis	disease caused by parasites of the genus Leishmania	C0023281
http://www.wikidata.org/entity/Q326648	salmonellosis	infection caused by Salmonella bacteria	C0036114
http://www.wikidata.org/entity/Q326648	salmonellosis	infection caused by Salmonella bacteria	C0036117
http://www.wikidata.org/entity/Q340330	achillodynia	no description	C0231767
http://www.wikidata.org/entity/Q351708	Adams-Oliver syndrome	syndrome characterized by defects of the scalp (aplasia cutis congenita), abnormalities of the fingers, toes, arms and legs	C0265268
http://www.wikidata.org/entity/Q331363	overbite	lower jaw being too far behind the upper jaw or a misalignment of the teeth	C0266063
http://www.wikidata.org/entity/Q331363	overbite	lower jaw being too far behind the upper jaw or a misalignment of the teeth	C0266067
http://www.wikidata.org/entity/Q331363	overbite	lower jaw being too far behind the upper jaw or a misalignment of the teeth	C1305740
http://www.wikidata.org/entity/Q334655	amenorrhea	absence of a menstrual period in a woman of reproductive age	C2219717
http://www.wikidata.org/entity/Q372524	benzaldehyde	chemical compound	C0005023
http://www.wikidata.org/entity/Q355170	duodenal ulcer	Human disease	C0013295
http://www.wikidata.org/entity/Q369157	meningioma	Tumor forms from meninges	C0025284
http://www.wikidata.org/entity/Q369157	meningioma	Tumor forms from meninges	C0025286
http://www.wikidata.org/entity/Q377568	melanocytic nevus	type of melanocytic tumor	C0027962
http://www.wikidata.org/entity/Q372598	sulfisoxazole	chemical compound	C0038745
http://www.wikidata.org/entity/Q369887	yolk sac	membranous sac attached to an embryo, formed by cells of the hypoblast adjacent to the embryonic disk	C0043425
http://www.wikidata.org/entity/Q380055	squalane	chemical compound	C0075083
http://www.wikidata.org/entity/Q362719	anterior ischemic optic neuropathy	Human disease	C0155305
http://www.wikidata.org/entity/Q374186	Gray baby syndrome	medical condition	C0270276
http://www.wikidata.org/entity/Q370244	delavirdine	chemical compound	C0288165
http://www.wikidata.org/entity/Q369157	meningioma	Tumor forms from meninges	C0349604
http://www.wikidata.org/entity/Q373752	victimization	process of being victimised or becoming a victim	C0376695
http://www.wikidata.org/entity/Q376584	rapid sequence induction	Induced sedation and neuromuscular paralysis prior to intubation	C0412767
http://www.wikidata.org/entity/Q376092	pseudofolliculitis barbae	human skin condition	C0549150
http://www.wikidata.org/entity/Q369157	meningioma	Tumor forms from meninges	C1334698
http://www.wikidata.org/entity/Q369157	meningioma	Tumor forms from meninges	C1336537
http://www.wikidata.org/entity/Q364160	D-α-tocopherol acetate	chemical compound	C2697593
http://www.wikidata.org/entity/Q353087	mint oil	essential oil of field mint (Mentha arvensis) obtained by steam destillation	C3256063
http://www.wikidata.org/entity/Q377568	melanocytic nevus	type of melanocytic tumor	C4280269
http://www.wikidata.org/entity/Q381619	aerophagia	Excessive swallowing of air	C0001707
http://www.wikidata.org/entity/Q411629	albendazo	chemical compound	C0001911
http://www.wikidata.org/entity/Q412223	amphotericin B	chemical compound	C0002679
http://www.wikidata.org/entity/Q410897	carbapenem antibiotic	group of β-lactam antibiotics	C0006968
http://www.wikidata.org/entity/Q390211	atrioventricular septal defect	Human disease	C0014116
http://www.wikidata.org/entity/Q407172	chorionic gonadotropin	human hormone	C0018062
http://www.wikidata.org/entity/Q390475	bilirubin metabolic disorder	inherited metabolic disorder that involves elevated levels of bilirubin resulting from disruption of bilirubin metabolism	C0020433
http://www.wikidata.org/entity/Q1897247	hyperbilirubinemia	medical condition	C0020433
http://www.wikidata.org/entity/Q390475	bilirubin metabolic disorder	inherited metabolic disorder that involves elevated levels of bilirubin resulting from disruption of bilirubin metabolism	C0020435
http://www.wikidata.org/entity/Q391556	hyperemesis gravidarum	human pregnancy disorder	C0020450
http://www.wikidata.org/entity/Q409765	idoxuridine	chemical compound	C0020811
http://www.wikidata.org/entity/Q409595	isocarboxazid	chemical compound	C0022154
http://www.wikidata.org/entity/Q407426	linoleic acid	chemical compound and essential nutrient	C0023749
http://www.wikidata.org/entity/Q402575	maple syrup urine disease	Human disease	C0024776
http://www.wikidata.org/entity/Q411456	methocarbamol	chemical compound	C0025659
http://www.wikidata.org/entity/Q411240	mifepristone	chemical compound	C0026088
http://www.wikidata.org/entity/Q388692	pyrogallol	chemical compound	C0034303
http://www.wikidata.org/entity/Q409978	rescinnamine	chemical compound	C0035167
http://www.wikidata.org/entity/Q390305	sodium iodide	chemical compound	C0037521
http://www.wikidata.org/entity/Q411557	sulfadoxine	chemical compound	C0038679
http://www.wikidata.org/entity/Q412178	tamoxifen	chemical compound	C0039286
http://www.wikidata.org/entity/Q387776	cochlear nuclei	Two cranial nerve nuclei of the human brainstem	C0152411
http://www.wikidata.org/entity/Q537297	heartburn	symptom	C0018834
http://www.wikidata.org/entity/Q559082	chondrocalcinosis	arthritis that has material basis in the accumulation of salt crystals located in joint	C0033802
http://www.wikidata.org/entity/Q574694	pseudomyxoma peritonei	appendix cancer that is characterized by progressive accumulation of mucus-secreting tumor cells within the abdomen and pelvis	C0033822
http://www.wikidata.org/entity/Q549229	varicocele	abnormal enlargement of the pampiniform venous plexus in the scrotum	C0042341
http://www.wikidata.org/entity/Q576145	strain	injury to a muscle in which the muscle fibers tear as a result of overstretching	C0080194
http://www.wikidata.org/entity/Q2402085	strain	no description	C0080194
http://www.wikidata.org/entity/Q557552	ankyloglossia	congenital disorder of tongue mobility	C0152415
http://www.wikidata.org/entity/Q559082	chondrocalcinosis	arthritis that has material basis in the accumulation of salt crystals located in joint	C0157852
http://www.wikidata.org/entity/Q572111	anterograde amnesia	loss of the ability to create new memories after the onset of amnesia	C0233795
http://www.wikidata.org/entity/Q558070	pelvic inflammatory diseases	infection of uterus, fallopian tubes, ovaries or the inner surface of pelvis	C0242172
http://www.wikidata.org/entity/Q555868	olecranon bursitis	Human disease	C0263962
http://www.wikidata.org/entity/Q557009	Pena-Shokeir syndrome	no description	C0265228
http://www.wikidata.org/entity/Q567820	Alexander disease	congenital disorder of nervous system	C0270726
http://www.wikidata.org/entity/Q559082	chondrocalcinosis	arthritis that has material basis in the accumulation of salt crystals located in joint	C0553730
http://www.wikidata.org/entity/Q55950198	familial calcium pyrophosphate deposition	no description	C0553730
http://www.wikidata.org/entity/Q553220	ertapenem	chemical compound	C1120106
http://www.wikidata.org/entity/Q560337	Tay-Sachs disease	Human medical condition	C1848913
http://www.wikidata.org/entity/Q560337	Tay-Sachs disease	Human medical condition	C1848914
http://www.wikidata.org/entity/Q55346003	Tay-Sachs disease, b variant, adult form	human disease	C1848914
http://www.wikidata.org/entity/Q560337	Tay-Sachs disease	Human medical condition	C1848915
http://www.wikidata.org/entity/Q560337	Tay-Sachs disease	Human medical condition	C1848917
http://www.wikidata.org/entity/Q560337	Tay-Sachs disease	Human medical condition	C1848922
http://www.wikidata.org/entity/Q584144	antituberculous drug	drug used in the treatment of tuberculosis	C0003448
http://www.wikidata.org/entity/Q603644	cholangitis	bile duct disease that is an inflammation of the bile duct	C0008311
http://www.wikidata.org/entity/Q605006	glomerulonephritis	nephritis that causes inflammation of the glomeruli located in kidney	C0017658
http://www.wikidata.org/entity/Q605259	hyperkalemia	elevated level of potassium (K+) in the blood serum.	C0020461
http://www.wikidata.org/entity/Q580506	keratosis follicularis	Corps, Ronds and Grains	C0022595
http://www.wikidata.org/entity/Q593166	(±)-molindone	group of stereoisomers	C0026388
http://www.wikidata.org/entity/Q581152	nitrogen narcosis	narcotic effect of high partial pressure respired nitrogen	C0028166
http://www.wikidata.org/entity/Q578786	thoracic vertebrae	vertebrae between the cervical vertebrae and the lumbar vertebrae	C0039987
http://www.wikidata.org/entity/Q592947	flosequinan	chemical compound	C0060470
http://www.wikidata.org/entity/Q596022	quinapril	an angiotensin-converting enzyme inhibitor (ACE inhibitor) used in the treatment of hypertension and congestive heart failure	C0072857
http://www.wikidata.org/entity/Q584265	nervous system malformations	congenital conditions that stem from damage to, or abnormal development of, the budding nervous system	C0158538
http://www.wikidata.org/entity/Q594341	rectal examination	Sims position	C0199900
http://www.wikidata.org/entity/Q594315	fremitus	medical condition	C0231890
http://www.wikidata.org/entity/Q578128	anti-mitochondrial antibody	autoantibody, consisting of immunoglobulins formed against mitochondria, primarily the mitochondria in cells of the liver	C0312621
http://www.wikidata.org/entity/Q584265	nervous system malformations	congenital conditions that stem from damage to, or abnormal development of, the budding nervous system	C0497552
http://www.wikidata.org/entity/Q606624	oniomania	obsession with shopping and buying behavior that causes adverse consequences	C0520949
http://www.wikidata.org/entity/Q615645	Fabry disease	rare human genetic lysosomal storage disorder	C0002986
http://www.wikidata.org/entity/Q616003	aortic aneurysm	aorta to greater than 1.5 times normal size.	C0003486
http://www.wikidata.org/entity/Q618446	apheresis	group of techniques to remove one or more blood components	C0005791
http://www.wikidata.org/entity/Q617563	cysteamine	chemical compound	C0010648
http://www.wikidata.org/entity/Q618660	primitive neuroectodermal tumor	group of malignant tumors of the nervous system that feature primitive cells with elements of neuronal or glial differentiation	C0206663
http://www.wikidata.org/entity/Q1333608	medulloblastoma	infratentorial cancer located in the lower part of the brain, a type of primitive neuroectodermal tumor	C0206663
http://www.wikidata.org/entity/Q56013881	central nervous system ewing sarcoma/peripheral primitive neuroectodermal tumor	rare Ewing sarcoma/peripheral primitive neuroectodermal tumor that affects the central nervous system either as a primary dural neoplasm or by direct extension from adjacent soft tissues or bone	C0206663
http://www.wikidata.org/entity/Q617973	vestibular duct	no description	C0229511
http://www.wikidata.org/entity/Q616003	aortic aneurysm	aorta to greater than 1.5 times normal size.	C0265010
http://www.wikidata.org/entity/Q616003	aortic aneurysm	aorta to greater than 1.5 times normal size.	C0265012
http://www.wikidata.org/entity/Q616181	serotonin syndrome	symptoms caused by an excess of serotonin in the central nervous system	C0699828
http://www.wikidata.org/entity/Q616003	aortic aneurysm	aorta to greater than 1.5 times normal size.	C0741160
http://www.wikidata.org/entity/Q55072931	ruptured aortic aneurysm	no description	C0741160
http://www.wikidata.org/entity/Q638975	central core myopathy	Human disease	C0751951
http://www.wikidata.org/entity/Q621834	aprepitant	chemical compound	C1176306
http://www.wikidata.org/entity/Q616003	aortic aneurysm	aorta to greater than 1.5 times normal size.	C1305122
http://www.wikidata.org/entity/Q615993	thoracic aorta	part of the aorta located in the thorax	C1522460
http://www.wikidata.org/entity/Q615645	Fabry disease	rare human genetic lysosomal storage disorder	C1970820
http://www.wikidata.org/entity/Q664174	asbestosis	pneumoconiosis caused by inhalation and retention of asbestos fibers	C0003949
http://www.wikidata.org/entity/Q645363	bursitis	human disease	C0006444
http://www.wikidata.org/entity/Q659001	whitlow	infection of the fingertip	C0152448
http://www.wikidata.org/entity/Q644364	median rhomboid glossitis	Human disease	C0155963
http://www.wikidata.org/entity/Q662266	laryngoscope	no description	C0180453
http://www.wikidata.org/entity/Q673203	foreskin	retractable fold of skin which covers and protects the glans of the penis	C0227952
http://www.wikidata.org/entity/Q645450	oropharynx	no description	C0521367
http://www.wikidata.org/entity/Q654485	malignant peripheral nerve sheath tumor	Human disease	C0751690
http://www.wikidata.org/entity/Q692974	nerve fiber	extension of a nerve cell	C0004461
http://www.wikidata.org/entity/Q682798	bejel	Human disease	C0004945
http://www.wikidata.org/entity/Q688890	pulmonary sequestration	congenital disorder of respiratory system	C0006288
http://www.wikidata.org/entity/Q704930	progressive multifocal leukoencephalopathy	viral disease affecting human brains	C0023524
http://www.wikidata.org/entity/Q692536	muscular disease	disease in which the muscle fibers do not function, resulting in muscular weakness	C0026848
http://www.wikidata.org/entity/Q690032	relapsing fever borreliosis	primary bacterial infectious disease that results in infection, has material basis in Borrelia, which is transmitted by tick or transmitted by body louse	C0035021
http://www.wikidata.org/entity/Q702883	rheumatoid factor	autoantibody found in rheumatoid arthritis	C0035448
http://www.wikidata.org/entity/Q703961	transmissible spongiform encephalopathy	group of brain diseases induced by prion proteins	C0162534
http://www.wikidata.org/entity/Q720523	cervix erosion	ectropion	C0007869
http://www.wikidata.org/entity/Q709360	von Willebrand's disease	blood-clotting disorder	C0042974
http://www.wikidata.org/entity/Q706952	anterior spinal artery syndrome	Human disease	C0221069
http://www.wikidata.org/entity/Q707277	anterior inferior cerebellar artery	major blood supply to the cerebellum	C0226245
http://www.wikidata.org/entity/Q707236	common hepatic artery	no description	C0226300
http://www.wikidata.org/entity/Q707177	right gastric artery	arises above the pylorus from the proper hepatic artery or less frequently from the common hepatic artery,	C0226310
http://www.wikidata.org/entity/Q707436	inferior pancreaticoduodenal artery	no description	C0226319
http://www.wikidata.org/entity/Q707058	posterior cecal artery	Ileocolic artery	C0226326
http://www.wikidata.org/entity/Q707113	right colic artery	artery supplying the colon	C0226327
http://www.wikidata.org/entity/Q707115	middle colic artery	artery	C0226328
http://www.wikidata.org/entity/Q707709	sigmoid artery	artery	C0226330
http://www.wikidata.org/entity/Q2491657	cervical ectropion	no description	C0269189
http://www.wikidata.org/entity/Q720101	Microcoria	2 mm in diameter) from birth, peripheral iris hypopigmentation and transillumination defects leading to errors of refraction (myopia, astigmatism) and sometimes juvenile open angle glaucoma	C1303009
http://www.wikidata.org/entity/Q718263	logorrhea	extreme and overwhelming prolixity, wordiness	C3248383
http://www.wikidata.org/entity/Q733616	Erythema induratum	panniculitis on the calves. It occurs mainly in women, but it is very rare now	C0014741
http://www.wikidata.org/entity/Q755077	mosaic	presence of two or more populations of cells with different genotypes in one individual who has developed from a single fertilized egg	C0026578
http://www.wikidata.org/entity/Q761496	parametritis	Human disease	C0030455
http://www.wikidata.org/entity/Q741208	pseudotumor cerebri	Human disease	C0033845
http://www.wikidata.org/entity/Q749881	pleocytosis	increased white blood cell count in cerebrospinal fluid	C0151857
http://www.wikidata.org/entity/Q754330	respiratory paralysis	symptom	C0521528
http://www.wikidata.org/entity/Q751641	hypersomnia	excessive sleep	C0751226
http://www.wikidata.org/entity/Q734219	central tendency	central or typical value for a data set or a probability distribution	C0871676
http://www.wikidata.org/entity/Q751641	hypersomnia	excessive sleep	C0917799
http://www.wikidata.org/entity/Q790971	Bartter disease	Human disease	C0004775
http://www.wikidata.org/entity/Q794162	betaxolol	chemical compound	C0005320
http://www.wikidata.org/entity/Q775940	diplopia	human disease	C0012569
http://www.wikidata.org/entity/Q768888	miliaria	Human disease	C0026113
http://www.wikidata.org/entity/Q767442	neurofibrillary tangle	Intracellular mass of paired, helically wound protein filaments (also called PHF) lying in the cytoplasm of neuronal cell bodies and neuritic cell processes. Neurofibrillary tangles contain an abnormally phosphorylated form of a microtubule-associate	C0085400
http://www.wikidata.org/entity/Q766511	Pityriasis alba	human disease	C0085657
http://www.wikidata.org/entity/Q782958	centronuclear myopathy	myopathy characterized by abnormally located nuclei in skeletal muscle cells	C0175709
http://www.wikidata.org/entity/Q776026	biotinidase deficiency	multiple carboxylase deficiency that involves a deficiency in biotinidase	C0220754
http://www.wikidata.org/entity/Q767053	jugular foramen	one of the openings from the posterior cranial fossa through which nerves pass	C0222712
http://www.wikidata.org/entity/Q779374	umbilical cord prolapse	Complication of pregnancy where the umbilical cord slips out of the uterus	C0269845
http://www.wikidata.org/entity/Q797708	Babinski–Nageotte syndrome	alternating brainstem syndrome	C0270711
http://www.wikidata.org/entity/Q780829	Austin Flint murmur	low-pitched rumbling heart murmur which is best heard at the cardiac apex. It can be a mid-diastolic or presystolic murmur, associated with severe aortic regurgitation	C0277912
http://www.wikidata.org/entity/Q792504	Axillary lines	no description	C0738485
http://www.wikidata.org/entity/Q776026	biotinidase deficiency	multiple carboxylase deficiency that involves a deficiency in biotinidase	C1854698
http://www.wikidata.org/entity/Q795057	cabozantinib	chemical compound	C3181682
http://www.wikidata.org/entity/Q823027	disseminated intravascular coagulation	pathological process characterized by the widespread activation of the clotting cascade that results in the formation of blood clots in the small blood vessels throughout the body	C0012739
http://www.wikidata.org/entity/Q826759	status asthmaticus	type of asthma	C0038218
http://www.wikidata.org/entity/Q827134	temporomandibular joint	Joints connecting the jawbone to the skull	C0039493
http://www.wikidata.org/entity/Q814547	Behr syndrome	medical condition	C0221061
http://www.wikidata.org/entity/Q814156	Beevor's sign	medical condition	C0231616
http://www.wikidata.org/entity/Q830308	age related macular degeneration	medical condition which may result in blurred or no vision in the center of the visual field	C0242383
http://www.wikidata.org/entity/Q846961	brachial plexus	network of nerves formed by the ventral rami of the lower four cervical nerves and first thoracic nerve	C0006090
http://www.wikidata.org/entity/Q867308	cyclizine	chemical compound	C0010547
http://www.wikidata.org/entity/Q861845	kernicterus	congenital disorder of nervous system	C0022610
http://www.wikidata.org/entity/Q851813	methohexital	chemical compound	C0025668
http://www.wikidata.org/entity/Q867350	cilazapril	chemical compound	C0055723
http://www.wikidata.org/entity/Q863861	Hailey-Hailey disease	human disease	C0085106
http://www.wikidata.org/entity/Q857300	Heimlich maneuver	first aid procedure	C0150421
