CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|ICD10CM_SPA|ICD10PCS_SPA|SNOMEDCT2ICD10|SNOMEDCT2ICD10_ENG|SNOMEDCT2ICD10_SPA|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|TUI|SEMTYPE|SEMGROUP|DEF
C0000097|RUS|S|L3358902|PF|S3886388|Y|A8033510||M0023971|D015632|MSHRUS|SY|D015632|МФТП|3|N|||||||Q239816|D015632|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000097|RUS|S|L3358902|PF|S3886388|Y|A8033510||M0023971|D015632|MSHRUS|SY|D015632|МФТП|3|N|||||||Q239816|D015632|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000097|SPA|P|L4446647|PF|S5130119|Y|A5902942|1167636017|285407008||SCTSPA|PT|285407008|metilfeniltetrahidropiridina|9|N|||||||Q239816|D015632|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000097|SPA|P|L4446647|PF|S5130119|Y|A5902942|1167636017|285407008||SCTSPA|PT|285407008|metilfeniltetrahidropiridina|9|N|||||||Q239816|D015632|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000097|SPA|S|L0446006|PF|S0570288|Y|A27602762||M0023971|D015632|MSHSPA|ET|D015632|MPTP|3|N|||||||Q239816|D015632|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000097|SPA|S|L0446006|PF|S0570288|Y|A27602762||M0023971|D015632|MSHSPA|ET|D015632|MPTP|3|N|||||||Q239816|D015632|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000097|SPA|S|L3378920|PF|S3906445|Y|A9176265||M0023971|D015632|MSHSPA|MH|D015632|1-Metil-4-fenil-1,2,3,6-Tetrahidropiridina|3|N|||||||Q239816|D015632|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000097|SPA|S|L3378920|PF|S3906445|Y|A9176265||M0023971|D015632|MSHSPA|MH|D015632|1-Metil-4-fenil-1,2,3,6-Tetrahidropiridina|3|N|||||||Q239816|D015632|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000097|SPA|S|L4446648|PF|S5130118|Y|A5902941|1167637014|285407008||SCTSPA|FN|285407008|metilfeniltetrahidropiridina (sustancia)|9|N|||||||Q239816|D015632|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000097|SPA|S|L4446648|PF|S5130118|Y|A5902941|1167637014|285407008||SCTSPA|FN|285407008|metilfeniltetrahidropiridina (sustancia)|9|N|||||||Q239816|D015632|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000097|SWE|P|L3419054|PF|S3946563|Y|A11754887||M0023971|D015632|MSHSWE|MH|D015632|1-metyl-4-fenyl-1,2,3,6-tetrahydropyridin|3|N|||||||Q239816|D015632|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000097|SWE|P|L3419054|PF|S3946563|Y|A11754887||M0023971|D015632|MSHSWE|MH|D015632|1-metyl-4-fenyl-1,2,3,6-tetrahydropyridin|3|N|||||||Q239816|D015632|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|CZE|P|L6742184|PF|S7862070|Y|A13050885||M0023993|D015655|MSHCZE|MH|D015655|1-methyl-4-fenylpyridinium|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|CZE|P|L6742184|PF|S7862070|Y|A13050885||M0023993|D015655|MSHCZE|MH|D015655|1-methyl-4-fenylpyridinium|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|CZE|S|L16791985|PF|S20339676|Y|A32640448||M0023993|D015655|MSHCZE|ET|D015655|MPP+|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|CZE|S|L16791985|PF|S20339676|Y|A32640448||M0023993|D015655|MSHCZE|ET|D015655|MPP+|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|P|L0000098|PF|S0007643|Y|A0016589||M0023993|D015655|MSH|MH|D015655|1-Methyl-4-phenylpyridinium|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|P|L0000098|PF|S0007643|Y|A0016589||M0023993|D015655|MSH|MH|D015655|1-Methyl-4-phenylpyridinium|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|P|L0000098|VO|S0007534|Y|A0016488||M0023993|D015655|MSH|PM|D015655|1 Methyl 4 phenylpyridinium|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|P|L0000098|VO|S0007534|Y|A0016488||M0023993|D015655|MSH|PM|D015655|1 Methyl 4 phenylpyridinium|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0000099|PF|S0007644|Y|A26601886||M0023993|D015655|MSH|ET|D015655|1-Methyl-4-phenylpyridinium Ion|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0000099|PF|S0007644|Y|A26601886||M0023993|D015655|MSH|ET|D015655|1-Methyl-4-phenylpyridinium Ion|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0000099|VO|S0007535|Y|A0016489||M0023993|D015655|MSH|PM|D015655|1 Methyl 4 phenylpyridinium Ion|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0000099|VO|S0007535|Y|A0016489||M0023993|D015655|MSH|PM|D015655|1 Methyl 4 phenylpyridinium Ion|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0010612|PF|S0029471|Y|A26666507||M0023993|D015655|MSH|ET|D015655|Cyperquat|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0010612|PF|S0029471|Y|A26666507||M0023993|D015655|MSH|ET|D015655|Cyperquat|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0026658|PF|S0063866|Y|A0088291|||2511-0411|CSP|ET|2511-0411|MPP+|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0026658|PF|S0063866|Y|A0088291|||2511-0411|CSP|ET|2511-0411|MPP+|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0027239|PF|S0064947|Y|A26661149||M0023993|D015655|MSH|ET|D015655|N-Methyl-4-phenylpyridine|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0027239|PF|S0064947|Y|A26661149||M0023993|D015655|MSH|ET|D015655|N-Methyl-4-phenylpyridine|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0027239|VO|S0064836|Y|A0089769||M0023993|D015655|MSH|PM|D015655|N Methyl 4 phenylpyridine|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0027239|VO|S0064836|Y|A0089769||M0023993|D015655|MSH|PM|D015655|N Methyl 4 phenylpyridine|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0085435|PF|S0007642|Y|A26601885||M0023993|D015655|MSH|ET|D015655|1-Methyl-4-phenylpyridine|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0085435|PF|S0007642|Y|A26601885||M0023993|D015655|MSH|ET|D015655|1-Methyl-4-phenylpyridine|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0085435|VO|S0007533|Y|A0016487||M0023993|D015655|MSH|PM|D015655|1 Methyl 4 phenylpyridine|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0085435|VO|S0007533|Y|A0016487||M0023993|D015655|MSH|PM|D015655|1 Methyl 4 phenylpyridine|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0086771|PF|S0064948|Y|A26615254||M0023993|D015655|MSH|ET|D015655|N-Methyl-4-phenylpyridinium|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0086771|PF|S0064948|Y|A26615254||M0023993|D015655|MSH|ET|D015655|N-Methyl-4-phenylpyridinium|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0356926|PF|S0507488|Y|A0579421||M0023993|D015655|MSH|N1|D015655|Pyridinium, 1-methyl-4-phenyl-|0|N|256||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ENG|S|L0356926|PF|S0507488|Y|A0579421||M0023993|D015655|MSH|N1|D015655|Pyridinium, 1-methyl-4-phenyl-|0|N|256||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|FIN|P|L1507011|PF|S1802920|Y|A13415074||M0023993|D015655|MSHFIN|MH|D015655|1-metyyli-4-fenyylipyridiniumi|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|FIN|P|L1507011|PF|S1802920|Y|A13415074||M0023993|D015655|MSHFIN|MH|D015655|1-metyyli-4-fenyylipyridiniumi|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|FRE|P|L13058915|PF|S16004456|Y|A26542685||M0023993|D015655|MSHFRE|MH|D015655|1-Méthyl-4-phényl-pyridinium|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|FRE|P|L13058915|PF|S16004456|Y|A26542685||M0023993|D015655|MSHFRE|MH|D015655|1-Méthyl-4-phényl-pyridinium|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|FRE|S|L13064972|PF|S16004457|Y|A27641148||M0023993|D015655|MSHFRE|ET|D015655|1-Méthyl-4-phénylpyridinium|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|FRE|S|L13064972|PF|S16004457|Y|A27641148||M0023993|D015655|MSHFRE|ET|D015655|1-Méthyl-4-phénylpyridinium|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|GER|P|L1226186|PF|S1468132|Y|A7480688||M0023993|D015655|MSHGER|MH|D015655|1-Methyl-4-Phenylpyridinium|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|GER|P|L1226186|PF|S1468132|Y|A7480688||M0023993|D015655|MSHGER|MH|D015655|1-Methyl-4-Phenylpyridinium|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|GER|S|L1243992|PF|S1485938|Y|A27535566||M0023993|D015655|MSHGER|ET|D015655|Cyperquat|0|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|GER|S|L1243992|PF|S1485938|Y|A27535566||M0023993|D015655|MSHGER|ET|D015655|Cyperquat|0|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|ITA|P|L2136477|PF|S2474699|Y|A7548004||M0023993|D015655|MSHITA|MH|D015655|1-metil-4-fenilpiridinium|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|ITA|P|L2136477|PF|S2474699|Y|A7548004||M0023993|D015655|MSHITA|MH|D015655|1-metil-4-fenilpiridinium|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|JPN|P|L3437363|PF|S3964857|Y|A15688013||M0023993|D015655|MSHJPN|PT|D015655|1-メチル-4-フェニルピリジニウム|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|JPN|P|L3437363|PF|S3964857|Y|A15688013||M0023993|D015655|MSHJPN|PT|D015655|1-メチル-4-フェニルピリジニウム|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|JPN|S|L3449402|PF|S3976896|Y|A7895370||M0023993|D015655|MSHJPN|SY|D015655|シペルコート|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|JPN|S|L3449402|PF|S3976896|Y|A7895370||M0023993|D015655|MSHJPN|SY|D015655|シペルコート|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|JPN|S|L5435744|PF|S6220800|Y|A7922835||M0023993|D015655|MSHJPN|SY|D015655|1-メチル-4-フェニルピリジン|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|JPN|S|L5435744|PF|S6220800|Y|A7922835||M0023993|D015655|MSHJPN|SY|D015655|1-メチル-4-フェニルピリジン|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|POL|P|L9681253|PF|S12134146|Y|A18983095||M0023993|D015655|MSHPOL|MH|D015655|1-metylo-4-fenylopirydyna|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|POL|P|L9681253|PF|S12134146|Y|A18983095||M0023993|D015655|MSHPOL|MH|D015655|1-metylo-4-fenylopirydyna|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|POR|P|L3290579|PF|S3818104|Y|A9095963||M0023993|D015655|MSHPOR|MH|D015655|1-Metil-4-fenilpiridínio|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|POR|P|L3290579|PF|S3818104|Y|A9095963||M0023993|D015655|MSHPOR|MH|D015655|1-Metil-4-fenilpiridínio|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|POR|S|L3297890|PF|S3826470|Y|A27484825||M0023993|D015655|MSHPOR|ET|D015655|Ciperquat|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|POR|S|L3297890|PF|S3826470|Y|A27484825||M0023993|D015655|MSHPOR|ET|D015655|Ciperquat|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|RUS|P|L3334704|PF|S3862229|Y|A8009380||M0023993|D015655|MSHRUS|MH|D015655|1-МЕТИЛ-4-ФЕНИЛПИРИДИНИЙ|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|RUS|P|L3334704|PF|S3862229|Y|A8009380||M0023993|D015655|MSHRUS|MH|D015655|1-МЕТИЛ-4-ФЕНИЛПИРИДИНИЙ|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|RUS|S|L0889254|PF|S1093071|Y|A13485890||M0023993|D015655|MSHRUS|SY|D015655|1-METIL-4-FENILPIRIDINII|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|RUS|S|L0889254|PF|S1093071|Y|A13485890||M0023993|D015655|MSHRUS|SY|D015655|1-METIL-4-FENILPIRIDINII|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|RUS|S|L1546612|PF|S1842521|Y|A13517334||M0023993|D015655|MSHRUS|SY|D015655|TSIPERKVAT|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|RUS|S|L1546612|PF|S1842521|Y|A13517334||M0023993|D015655|MSHRUS|SY|D015655|TSIPERKVAT|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|RUS|S|L3376316|PF|S3903809|Y|A8050880||M0023993|D015655|MSHRUS|SY|D015655|ЦИПЕРКВАТ|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|RUS|S|L3376316|PF|S3903809|Y|A8050880||M0023993|D015655|MSHRUS|SY|D015655|ЦИПЕРКВАТ|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|SPA|P|L3378921|PF|S3906446|Y|A9176266||M0023993|D015655|MSHSPA|MH|D015655|1-Metil-4-fenilpiridinio|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|SPA|P|L3378921|PF|S3906446|Y|A9176266||M0023993|D015655|MSHSPA|MH|D015655|1-Metil-4-fenilpiridinio|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|SPA|S|L3386193|PF|S3914054|Y|A27620652||M0023993|D015655|MSHSPA|ET|D015655|Ciperquat|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|SPA|S|L3386193|PF|S3914054|Y|A27620652||M0023993|D015655|MSHSPA|ET|D015655|Ciperquat|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000098|SWE|P|L3419055|PF|S3946564|Y|A11748979||M0023993|D015655|MSHSWE|MH|D015655|1-metyl-4-fenylpyridinium|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000098|SWE|P|L3419055|PF|S3946564|Y|A11748979||M0023993|D015655|MSHSWE|MH|D015655|1-metyl-4-fenylpyridinium|3|N|||||||||||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|CZE|P|L6770584|PF|S7862071|Y|A13055077||M0023169|D015057|MSHCZE|MH|D015057|1-naftylamin|3|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|CZE|P|L6770584|PF|S7862071|Y|A13055077||M0023169|D015057|MSHCZE|MH|D015057|1-naftylamin|3|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|CZE|S|L16791006|PF|S20342206|Y|A32645355||M0023169|D015057|MSHCZE|ET|D015057|alfa-naftylamin|3|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|CZE|S|L16791006|PF|S20342206|Y|A32645355||M0023169|D015057|MSHCZE|ET|D015057|alfa-naftylamin|3|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|CZE|S|L16791689|PF|S20337349|Y|A32646745||M0023169|D015057|MSHCZE|ET|D015057|1-aminonaftalen|3|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|CZE|S|L16791689|PF|S20337349|Y|A32646745||M0023169|D015057|MSHCZE|ET|D015057|1-aminonaftalen|3|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|CZE|S|L16796530|PF|S20344270|Y|A32646397||M0023169|D015057|MSHCZE|ET|D015057|naftalen-1-amin|3|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|CZE|S|L16796530|PF|S20344270|Y|A32646397||M0023169|D015057|MSHCZE|ET|D015057|naftalen-1-amin|3|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|P|L0000102|PF|S0007647|Y|A0016592||M0023169|D015057|MSH|MH|D015057|1-Naphthylamine|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|P|L0000102|PF|S0007647|Y|A0016592||M0023169|D015057|MSH|MH|D015057|1-Naphthylamine|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|P|L0000102|VC|S11842173|Y|A18589612|0000000003|0000000502||CHV|PT|0000000502|1-naphthylamine|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|P|L0000102|VC|S11842173|Y|A18589612|0000000003|0000000502||CHV|PT|0000000502|1-naphthylamine|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|P|L0000102|VO|S0007537|Y|A0016490||M0023169|D015057|MSH|PM|D015057|1 Naphthylamine|0|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|P|L0000102|VO|S0007537|Y|A0016490||M0023169|D015057|MSH|PM|D015057|1 Naphthylamine|0|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0002305|PF|S0012715|Y|A26626091||M0023169|D015057|MSH|ET|D015057|alpha-Naphthylamine|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0002305|PF|S0012715|Y|A26626091||M0023169|D015057|MSH|ET|D015057|alpha-Naphthylamine|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0002305|VC|S11847856|Y|A18663901|0000000004|0000000502||CHV|SY|0000000502|alpha-naphthylamine|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0002305|VC|S11847856|Y|A18663901|0000000004|0000000502||CHV|SY|0000000502|alpha-naphthylamine|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0002305|VO|S0012552|Y|A0022002||M0023169|D015057|MSH|PM|D015057|alpha Naphthylamine|0|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0002305|VO|S0012552|Y|A0022002||M0023169|D015057|MSH|PM|D015057|alpha Naphthylamine|0|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0027380|PF|S0065142|Y|A26607234||M0023169|D015057|MSH|ET|D015057|Naphthalidine|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0027380|PF|S0065142|Y|A26607234||M0023169|D015057|MSH|ET|D015057|Naphthalidine|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0085456|PF|S0008859|Y|A26661069||M0023169|D015057|MSH|ET|D015057|8-Aminonaphthalene|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0085456|PF|S0008859|Y|A26661069||M0023169|D015057|MSH|ET|D015057|8-Aminonaphthalene|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0085456|VO|S0008847|Y|A0017561||M0023169|D015057|MSH|PM|D015057|8 Aminonaphthalene|0|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0085456|VO|S0008847|Y|A0017561||M0023169|D015057|MSH|PM|D015057|8 Aminonaphthalene|0|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0268858|PF|S0007620|Y|A26680023||M0023169|D015057|MSH|ET|D015057|1-Aminonaphthalene|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0268858|PF|S0007620|Y|A26680023||M0023169|D015057|MSH|ET|D015057|1-Aminonaphthalene|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0268858|VO|S0007517|Y|A0016475||M0023169|D015057|MSH|PM|D015057|1 Aminonaphthalene|0|N|||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0268858|VO|S0007517|Y|A0016475||M0023169|D015057|MSH|PM|D015057|1 Aminonaphthalene|0|N|||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0357608|PF|S0463371|Y|A0526769||M0023169|D015057|MSH|N1|D015057|1-Naphthalenamine|0|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0357608|PF|S0463371|Y|A0526769||M0023169|D015057|MSH|N1|D015057|1-Naphthalenamine|0|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0457124|PF|S18525759|Y|A30265717|3720725013|13579002||SNOMEDCT_US|PT|13579002|1-naththylamine|9|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0457124|PF|S18525759|Y|A30265717|3720725013|13579002||SNOMEDCT_US|PT|13579002|1-naththylamine|9|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0457124|VC|S0575892|Y|A0630905||||SNMI|PT|C-29040|1-Naththylamine|9|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0457124|VC|S0575892|Y|A0630905||||SNMI|PT|C-29040|1-Naththylamine|9|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0484839|PF|S0763349|N|A0824736||||SNMI|SY|C-29040|a- Naphthylamine|9|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0484839|PF|S0763349|N|A0824736||||SNMI|SY|C-29040|a- Naphthylamine|9|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0484839|PF|S0763349|Y|A3087495|23181014|13579002||SNOMEDCT_US|SY|13579002|a- Naphthylamine|9|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0484839|PF|S0763349|Y|A3087495|23181014|13579002||SNOMEDCT_US|SY|13579002|a- Naphthylamine|9|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0484839|VO|S0763350|Y|A0824737||||SNM|PT|E-6946|a-Naphthylamine|9|N|256||||||Q161655|D015057|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000102|ENG|S|L0484839|VO|S0763350|Y|A0824737||||SNM|PT|E-6946|a-Naphthylamine|9|N|256||||||Q161655|D015057|||||||||T131|Hazardous or Poisonous Substance|CHEM|Chemicals & Drugs
